gene_id,log2FC,pval,padj,symbol
ENSMUSG00000042997,-0.24947840884959388,0.0013542005451416175,0.16638135539887325,Nhlrc3
ENSMUSG00000049922,-0.22498600315943446,0.0013141473619641348,0.16638135539887325,Slc35c1
ENSMUSG00000017615,-0.21795734636764724,0.0013054530910953876,0.16638135539887325,Tnfaip1
ENSMUSG00000023353,-0.1923294518313301,0.0013483147540699898,0.16638135539887325,Agap3
ENSMUSG00000030499,-0.36138523577697784,0.0012973225045627263,0.16638135539887325,Kctd15
ENSMUSG00000024853,-0.1378804077770669,0.0013458904191594404,0.16638135539887325,Sf3b2
ENSMUSG00000029033,-0.30956042087981056,0.001276013205804292,0.16638135539887325,Acap3
ENSMUSG00000096145,0.38521753361755967,0.001389261119446346,0.1689109977726849,Vkorc1
ENSMUSG00000020021,-0.4205168407104998,0.0014077310765955985,0.16939213531983324,Fgd6
ENSMUSG00000025583,-0.22860569768023614,0.001432228172132133,0.17058129821557405,Rptor
ENSMUSG00000036561,-0.17662547580502735,0.0016248048053106388,0.17312009865752917,Ppp6r2
ENSMUSG00000016942,-0.12142920871220098,0.001566825556543522,0.17312009865752917,Tmprss6
ENSMUSG00000052296,-0.15915100629499113,0.0016349893764825256,0.17312009865752917,Ppp6r1
ENSMUSG00000036898,-0.32829265980240263,0.001486372321235,0.17312009865752917,Zfp157
ENSMUSG00000031480,-0.28929209531730493,0.0015945061505489506,0.17312009865752917,Thsd1
ENSMUSG00000040462,-0.1544732004991609,0.0015745468371506249,0.17312009865752917,Os9
ENSMUSG00000007950,-0.27179438551555046,0.0015695536072467835,0.17312009865752917,Abhd8
ENSMUSG00000001435,-0.212067358757424,0.0014985617583172994,0.17312009865752917,Col18a1
ENSMUSG00000025228,-0.13312713997423437,0.0015612808551465289,0.17312009865752917,Actr1a
ENSMUSG00000029036,-0.20969934204694174,0.0015957954269788974,0.17312009865752917,Atad3a
ENSMUSG00000072623,-0.4602611678296783,0.00163860208572495,0.17312009865752917,Zfp9
ENSMUSG00000042870,-0.20669655496721595,0.001593187284651027,0.17312009865752917,Tom1
ENSMUSG00000038388,0.10963294117502143,0.0016463614591317457,0.17312009865752917,Pals2
